Industry,Company,Symbol,Yahoo Symbol,Description,Country,Currency,Market Cap,Market Cap (USD),Long Score,Short Score
Auto,Genuine Parts Company,GPC,GPC,"Genuine Parts Company distributes automotive replacement parts, and industrial parts and materials. The company distributes automotive replacement parts for imported vehicles, hybrid and electric vehicles, trucks, SUVs, buses, motorcycles, recreational vehicles, farm vehicles, small engines, farm equipment, marine equipment, and heavy duty equipment; and accessory and supply items used by various automotive aftermarket customers, such as repair shops, service stations, fleet operators, automobile and truck dealers, leasing companies, bus and truck lines, mass merchandisers, farms, industrial concerns, and individuals. It also distributes industrial replacement parts and related supplies, such as bearings, mechanical and electrical power transmission products, industrial automation and robotics, hoses, hydraulic and pneumatic components, industrial and safety supplies, and material handling products for original equipment manufacturer, as well as maintenance, repair, and operation customers in equipment and machinery, food and beverage, forest product, primary metal, pulp and paper, mining, automotive, oil and gas, petrochemical, pharmaceutical, power generation, alternative energy, governments, transportation, ports, and other industries. In addition, the company provides various services and repairs comprising gearbox and fluid power and process pump assembly and repair, hydraulic drive shaft repair, electrical panel assembly and repair, hose and gasket manufacture and assembly, and other value-added services. It operates in in the United States, Canada, France, the United Kingdom, Germany, Poland, the Netherlands, Belgium, Australia, New Zealand, Mexico, Indonesia, and Singapore. The company was incorporated in 1928 and is headquartered in Atlanta, Georgia.",United States,345.315060,18209251328,134.187804,9.071038,18209251328.000000
Retail,Ross Stores Inc.,ROST,ROST,"Ross Stores, Inc., together with its subsidiaries, operates off-price retail apparel and home fashion stores under the Ross Dress for Less and dd's DISCOUNTS brands. Its stores primarily offer apparel, accessories, footwear, and home fashions. The company's Ross Dress for Less stores sell its products at department and specialty stores primarily to middle income households; and dd's DISCOUNTS stores sell its products at department and discount stores regular prices to customers from households with moderate income. As of September 27, 2021, it operated approximately 1,900 off-price apparel and home fashion stores in 40 states, the District of Columbia, and Guam. The company was incorporated in 1957 and is headquartered in Dublin, California.",United States,28.665958,38333333504,133.573532,40.546448,38333333504.000000
Industrials,Expeditors International of Washington Inc.,EXPD,EXPD,"Expeditors International of Washington, Inc. provides logistics services in the Americas, North Asia, South Asia, Europe, the Middle East, Africa, and India. The company offers airfreight services, such as air freight consolidation and forwarding; ocean freight and ocean services, including ocean freight consolidation, direct ocean forwarding, and order management; customs brokerage, intra-continental ground transportation and delivery, and warehousing and distribution services; and customs clearance, purchase order management, vendor consolidation, time-definite transportation services, temperature-controlled transit, cargo insurance, specialized cargo monitoring and tracking, and other supply chain solutions. It acts as a freight consolidator or as an agent for the airline, which carries the shipment. The company also provides ancillary services that include preparation of shipping and customs documentation, packing, crating, insurance services, negotiation of letters of credit, and the preparation of documentation to comply with local export laws. Its customers include retailing and wholesaling, electronics, technology, and industrial and manufacturing companies. Expeditors International of Washington, Inc. was incorporated in 1979 and is headquartered in Seattle, Washington.",United States,22.708126,19301980160,130.759995,37.923497,19301980160.000000
Retail,Walmart Inc.,WMT,WMT.F,"Walmart Inc. engages in the operation of retail, wholesale, and other units worldwide. The company operates through three segments: Walmart U.S., Walmart International, and Sam's Club. It operates supercenters, supermarkets, hypermarkets, warehouse clubs, cash and carry stores, and discount stores; membership-only warehouse clubs; ecommerce websites, such as walmart.com, walmart.com.mx, walmart.ca, flipkart.com, and samsclub.com; and mobile commerce applications. The company offers grocery products, including dry grocery, snacks, dairy, meat, produce, deli and bakery, frozen foods, and alcoholic and nonalcoholic beverages, as well as consumables, such as health and beauty aids, pet supplies, household chemicals, paper goods, and baby products; and health and wellness products covering pharmacy, over-the-counter drugs and other medical products, and optical and clinical services. It also provides gasoline stations and tobacco; home improvement, outdoor living, gardening, furniture, apparel, and jewelry, as well as tools and power equipment, housewares, toys, seasonal items, mattresses, and tire and battery centers; and consumer electronics and accessories, software, video games, office supplies, appliances, and third-party gift cards. In addition, the company offers fuel and financial services and related products, including money orders, prepaid cards, money transfers, and check cashing and bill payment. It operates approximately 11,400 stores and various e-commerce websites under 54 banners in 26 countries. The company was formerly known as Wal-Mart Stores, Inc. and changed its name to Walmart Inc. in February 2018. Walmart Inc. was founded in 1945 and is based in Bentonville, Arkansas.",United States,39.199740,336945709056,129.759995,14.754098,389501097884.245422
Chemicals,Eastman Chemical Company,EMN,EMN,"Eastman Chemical Company operates as a specialty materials company worldwide. The company's Additives & Functional Products segment offers hydrocarbon and rosin resins; organic acid-based solutions; amine derivative-based building blocks; metam-based soil fumigants, thiram and ziram based fungicides, and plant growth regulators; specialty coalescent, specialty and commodity solvents, paint additives, and specialty polymers; heat transfer and aviation fluids; insoluble sulfur and anti-degradant rubber additives; and performance resins. It serves the transportation, consumables, building and construction, animal nutrition, crop protection, energy, personal and home care, and other markets. Its Advanced Materials segment provides copolyesters, cellulose esters, polyvinyl butyral (PVB) sheets, and window and protective films, and aftermarket applied film products for value-added end uses in the transportation, consumables, building and construction, durable goods, and health and wellness markets. The company's Chemical Intermediates segment offers methylamines and salts higher amines and solvents; Olefin and acetyl derivatives, ethylene, and commodity solvents; and primary non-phthalate and phthalate plasticizers, and niche non- phthalate plasticizers to the industrial chemicals and processing, building and construction, health and wellness, and agrochemicals. Its Fibers segment provides cellulose acetate tow, triacetin, cellulose acetate flake, acetic acid, and acetic anhydride for use in filtration media primarily cigarette filters; natural and solution dyed acetate yarns for use in consumables, and health and wellness markets; and wet-laid nonwoven media, specialty and engineered papers, and cellulose acetate fibers for transportation, industrial, agriculture and mining, aerospace, personal hygiene, and consumables markets. Eastman Chemical Company was founded in 1920 and is headquartered in Kingsport, Tennessee.",United States,29.154892,14344011776,128.939296,34.098361,14344011776.000000
Industrials,Fiserv Inc.,FISV,FISV,"Fiserv, Inc., together with its subsidiaries, provides payment and financial services technology worldwide. The company operates through Acceptance, Fintech, and Payments segments. The Acceptance segment provides point-of-sale merchant acquiring and digital commerce services; mobile payment services; security and fraud protection products; Carat, an omnichannel commerce solution; and Clover POS, a cloud-based point-of-sale solution. This segment distributes through various channels, including direct sales teams, strategic partnerships with agent sales forces, independent software vendors, financial institutions, and other strategic partners. The Fintech segment offers customer deposit and loan accounts, as well as manages an institution's general ledger and central information files. This segment also provides digital banking, financial and risk management, cash management, professional services and consulting, item processing and source capture, and other products and services. The Payments segment offers card transactions, such as debit, credit, and prepaid card processing and services; security and fraud protection products; card production; print services; and various network services, as well as non-card digital payment software and services, including bill payment, account-to-account transfers, person-to-person payments, and electronic billing products. It serves business, banks, credit unions, other financial institutions, merchants, and corporate clients. The company was incorporated in 1984 and is headquartered in Brookfield, Wisconsin.",United States,64.182040,71445299200,127.339996,49.617486,71445299200.000000
Retail,Best Buy Co. Inc.,BBY,BBY,"Best Buy Co., Inc. retails technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phones, such as computing covering desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions, networking products, tablets covering e-readers, and wearables, such as smartwatches; and consumer electronics consisting of digital imaging, health and fitness, home theater, portable audio comprising headphones and portable speakers, and smart home products. The company's stores also offer appliances, such as dishwashers, laundry appliances, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as beverages, snacks, and sundry items, as well as baby products, furniture, luggage, and sporting goods. In addition, it provides consultation, delivery, design, installation, memberships, protection plans, repair, set-up, and technical support services, as well as connected health services for aging consumers. The company offers its products through stores and websites under the BestBuy, Best Buy Business, Best Buy Express, Best Buy Health, CST, Geek Squad, GreatCall, Lively, Magnolia, Pacific Kitchen, and Home, as well as the domain names bestbuy.com and greatcall.com. As of January 30, 2021, it had 1,126 large-format and 33 small-format stores. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",United States,12.573271,26863228928,126.972126,33.551913,26863228928.000000
Industrials,Republic Services Inc.,RSG,RSG,"Republic Services, Inc., together with its subsidiaries, provides non-hazardous solid waste collection, transfer, disposal, recycling, and environmental services in the United States. The company serves small-container, large-container, and municipal and residential customers. The company's collection services include curbside collection of material for transport to transfer stations, landfills, or recycling processing centers; supply of recycling and waste containers; and renting of compactors. It is also involved in the processing and sale of old corrugated containers, old newsprint, aluminum, glass, and other materials; and provision of landfill and transfer services. In addition, the company offers disposal of non-hazardous solid and liquid material and in-plant services, such as transportation and logistics. As of December 31, 2020, the company operated through 345 collection operations, 220 transfer stations, 186 active landfills, 76 recycling processing centers, 9 salt water disposal wells, and 7 deep injection wells, as well as 6 treatment, recovery, and disposal facilities in 41 states. It also operated 75 landfill gas-to-energy and renewable energy projects and had 128 closed landfills. The company was incorporated in 1996 and is based in Phoenix, Arizona.",United States,39.509434,40083304448,126.040001,49.071038,40083304448.000000
Restaurants,Starbucks Corporation,SBUX,SBUX,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of specialty coffee worldwide. The company operates through three segments: Americas, International, and Channel Development. Its stores offer coffee and tea beverages, roasted whole bean and ground coffees, single-serve and ready-to-drink beverages, and iced tea; and various food products, such as pastries, breakfast sandwiches, and lunch items. The company also licenses its trademarks through licensed stores, and grocery and foodservice accounts. The company offers its products under the Starbucks, Teavana, Seattle's Best Coffee, Evolution Fresh, Ethos, Starbucks Reserve, and Princi brand names. As of October 29, 2020, it operated approximately 32,000 stores. Starbucks Corporation was founded in 1971 and is based in Seattle, Washington.",United States,46.303080,131139510272,125.831609,52.131148,131139510272.000000
IT,International Business Machines Corporation,IBM,IBM.F,"International Business Machines Corporation provides integrated solutions and services worldwide. Its Cloud & Cognitive Software segment offers software for vertical and domain-specific solutions in various application areas; and customer information control system and storage, and analytics and integration software solutions to support client mission on-premise workloads in banking, airline, and retail industries. It also offers middleware and data platform software, including Red Hat that enables the operation of clients' hybrid multi-cloud environments; and Cloud Paks, WebSphere distributed, and analytics platform software, such as DB2 distributed, information integration, and enterprise content management, as well as IoT, Blockchain and AI/Watson platforms. The company's Global Business Services segment offers business consulting services; system integration, application management, maintenance, and support services for packaged software; and finance, procurement, talent and engagement, and industry-specific business process outsourcing services. Its Global Technology Services segment provides IT infrastructure and platform services; and project, managed, outsourcing, and cloud-delivered services for enterprise IT infrastructure environments; and IT infrastructure support services. The company's Systems segment offers servers for businesses, cloud service providers, and scientific computing organizations; data storage products and solutions; and z/OS, an enterprise operating system, as well as Linux. Its Global Financing segment provides lease, installment payment, loan financing, short-term working capital financing, and remanufacturing and remarketing services. The company has a collaboration alliance with GK Software SE to enhance retail innovation and customer omnichannel experience with hybrid cloud technology. The company was formerly known as Computing-Tabulating-Recording Co. The company was incorporated in 1911 and is headquartered in Armonk, New York.",United States,24.149395,90654801920,125.599998,36.284153,104794760483.061401
IT,Akamai Technologies Inc.,AKAM,AKAM,"Akamai Technologies, Inc. provides cloud services for securing, delivering, and optimizing content and business applications over the internet in the United States and internationally. The company offers cloud and enterprise security solutions to keep infrastructure, websites, applications, application programming interfaces, and users safe from various cyberattacks and online threats while enhancing performance. It also provides web and mobile performance solutions to enable dynamic websites and applications; media delivery solutions, including video streaming and video player services, game and software delivery, broadcast operations, authoritative domain name system, resolution, and data and analytics; and edge compute solutions to enable developers to deploy and distribute code at the edge. In addition, the company offers carrier offerings, including cyberthreat protection, parental controls, DNS infrastructure and content delivery solutions; and an array of service and support to assist customers with integrating, configuring, optimizing, and managing its offerings. It sells its solutions through direct sales and service organizations, as well as through various channel partners. Akamai Technologies, Inc. has a strategic partnership with Queue-It to deliver a cure for Covid vaccine registration. The company was founded in 1998 and is headquartered in Cambridge, Massachusetts.",United States,30.323444,16683744256,124.910004,62.185792,16683744256.000000
Chemicals,FMC Corporation,FMC,FMC,"FMC Corporation, an agricultural sciences company, provides crop protection, plant health, precision agriculture, and professional pest and turf management products. The company develop, markets, and sells crop protection chemicals that include insecticides, herbicides, and fungicides that are used in agriculture to enhance crop yield and quality by controlling a range of insects, weeds, and disease, as well as in non-agricultural markets for pest control. It also offers biologicals products, such as bionematicides under the Quartzo and Presence names. The company sells herbicides under the Authority, Boral, Centium, Command, and Gamit brands, as well as Isoflex active herbicide ingredients; Rynaxypyr and Cyazypyr active ingredients; and insecticides under the Talstar and Hero brands, as well as flutriafol-based fungicides. It sells its products through independent distributors and co-ops, and national and regional distributors, as well as sells directly to growers. The company operates in North America, Latin America, Europe, the Middle East, Africa, and Asia. FMC Corporation was founded in 1883 and is headquartered in Philadelphia, Pennsylvania.",United States,22.057950,11479074816,121.969755,53.551913,11479074816.000000
Utilities,DTE Energy Company,DTE,DTE,"DTE Energy Company engages in the utility operations. The company's Electric segment generates, purchases, distributes, and sells electricity to approximately 2.2 million residential, commercial, and industrial customers in southeastern Michigan. It generates electricity through fossil-fuel, hydroelectric pumped storage, and nuclear plants, as well as wind and other renewable assets. This segment owns and operates approximately 698 distribution substations and 445,800 line transformers. The company's Gas segment purchases, stores, transports, distributes, and sells natural gas to approximately 1.3 million residential, commercial, and industrial customers throughout Michigan; and sells storage and transportation capacity. This segment has approximately 20,000 miles of distribution mains; 1,308,000 service pipelines; and 1,305,000 active meters, as well as owns approximately 2,000 miles of transmission pipelines. Its Gas Storage and Pipelines segment owns natural gas storage fields, lateral and gathering pipeline systems, and compression and surface facilities, as well as has ownership interests in interstate pipelines serving the Gulf Coast, Midwest, Ontario, and northeast markets. The company's Power and Industrial Projects segment offers metallurgical coke; pulverized coal and petroleum coke to the steel, pulp and paper, and other industries; and power, steam and chilled water production, and wastewater treatment services, as well as supplies compressed air to industrial customers. It also owns and operates 5 renewable generating plants with a capacity of 139 MWs; 22 gas recovery sites; and 10 reduced emissions fuel facilities. Its Energy Trading segment engages in power, natural gas, and environmental marketing and trading; structured transactions; and the optimization of contracted natural gas pipeline transportation and storage positions. The company was founded in 1903 and is headquartered in Detroit, Michigan.",United States,15.508900,22110062592,121.910273,52.349727,22110062592.000000
Retail,Dollar Tree Inc.,DLTR,DLTR,"Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00. It provides consumable merchandise, including candy and food, and health and personal care, as well as everyday consumables, such as household paper and chemicals, and frozen and refrigerated food; variety merchandise comprising toys, durable housewares, gifts, stationery, party goods, greeting cards, softlines, arts and crafts supplies, and other items; and seasonal goods that include Christmas, Easter, Halloween, and Valentine's Day merchandise. This segment operates 7,805 stores under the Dollar Tree and Dollar Tree Canada brands, as well as 15 distribution centers in the United States and two in Canada; and store support centers in Matthews, North Carolina and Chesapeake, Virginia. The Family Dollar segment operates general merchandise retail discount stores that offer consumable merchandise, which comprise food and beverages, tobacco, health and personal care, household chemicals, paper products, hardware and automotive supplies, diapers, batteries, and pet food and supplies; and home products, including housewares, home dÃ©cor, and giftware, as well as domestics, such as comforters, sheets, and towels. Its stores also provides apparel and accessories merchandise comprising clothing, fashion accessories, and shoes; and seasonal and electronics merchandise that include Christmas, Easter, Halloween, and Valentine's Day merchandise, as well as personal electronics, which comprise pre-paid cellular phones and services, stationery and school supplies, and toys. This segment operates 7,880 stores under the Family Dollar brand; and 11 distribution centers. The company was founded in 1986 and is headquartered in Chesapeake, Virginia.",United States,15.566929,22232551424,120.370003,36.174863,22232551424.000000
Industrials,Quanta Services Inc.,PWR,PWR,"Quanta Services, Inc. provides specialty contracting services worldwide. The Electric Power Infrastructure Solutions segment engages in the design, construction, upgrade, repair, and maintenance of electric power transmission and distribution infrastructure and substation facilities; energized installation, maintenance, and upgrade of electric power infrastructure; installation of smart grid technologies on electric power networks; and design, installation, maintenance, and repair of commercial and industrial wirings. This segment also offers other engineering and technical services; emergency restoration services; engineering and construction services for the switchyards and transmission infrastructures; engineering and construction services related to micro-grids and battery storage; design and construction solutions to wireline and wireless communications companies and cable multi-system operators; aviation services; and training for electric workers, and gas distribution and communications industries. The Underground Utility and Infrastructure Solutions segment provides design, engineering, construction, upgrade repair, and maintenance services to customers involved in the transportation, distribution, storage and processing of natural gas, oil and other products; pipeline protection, integrity testing, rehabilitation and replacement; catalyst replacement, high-pressure and critical-path turnaround, instrumentation and electrical, and piping, and fabrication and storage tank services; engineering and construction services for pipeline systems, storage systems, and compressor and pump stations; fabrication of pipeline support systems and related structures and facilities; trenching, directional boring, and mechanized welding services; and construction services for the offshore energy market, as well as designs, installs, and maintains fueling systems and water and sewer infrastructure. The company was incorporated in 1997 and is headquartered in Houston, Texas.",United States,32.801050,15714048000,119.638002,25.628415,15714048000.000000
Industrials,Paychex Inc.,PAYX,PAYX,"Paychex, Inc. provides integrated human capital management solutions for human resources (HR), payroll, benefits, and insurance services for small to medium-sized businesses in the United States and Europe. The company offers payroll processing services; payroll tax administration services; employee payment services; and regulatory compliance services, such as new-hire reporting and garnishment processing. It also provides HR solutions, including payroll, employer compliance, HR and employee benefits administration, risk management outsourcing, and the on-site availability of a professionally trained HR representative; and retirement services administration, including plan implementation, ongoing compliance with government regulations, employee and employer reporting, participant and employer online access, electronic funds transfer, and other administrative services. In addition, the company offers cloud-based HR administration software products for employee benefits management and administration, time and attendance, digital communication solutions, recruiting, and onboarding solutions; plan administration outsourcing and state unemployment insurance services; various business services to small to medium-sized businesses comprising payroll funding and outsourcing services, which include payroll processing, invoicing, and tax preparation; and payment processing services, financial fitness programs, and a small-business loan resource center. Further, it provides insurance services for property and casualty coverage, such as workers' compensation, business-owner policies, cyber security protection, and commercial auto, as well as health and benefits coverage, including health, dental, vision, and life. The company markets and sells its services primarily through its direct sales force. Paychex, Inc. was founded in 1971 and is headquartered in Rochester, New York.",United States,35.318455,42791333888,119.379997,70.819672,42791333888.000000
Chemicals,LyondellBasell Industries N.V.,LYB,LYB,"LyondellBasell Industries N.V. operates as a chemical company in the United States, Germany, Mexico, Italy, Poland, France, Japan, China, the Netherlands, and internationally. The company operates in six segments: Olefins and PolyolefinsÂAmericas; Olefins and PolyolefinsÂEurope, Asia, International; Intermediates and Derivatives; Advanced Polymer Solutions; Refining; and Technology. It produces and markets olefins and co-products; polyolefins; polyethylene products, which consist of high density polyethylene, low density polyethylene, and linear low density polyethylene; and polypropylene (PP) products, such as PP homopolymers and copolymers. The company also produces and sells propylene oxide and its derivatives; oxyfuels and related products; and intermediate chemicals, such as styrene monomers, acetyls, ethylene glycols, and ethylene oxides and derivatives. In addition, it produces and markets compounds and solutions, such as polypropylene compounds, engineered plastics, masterbatches, engineered composites, colors, and powders; and advanced polymers. Further, the company refines crude oil and other crude oils of varied types and sources into gasoline, diesel, and jet fuel; develops and licenses chemical and polyolefin process technologies; and manufactures and sells polyolefin catalysts. LyondellBasell Industries N.V. was founded in 1955 and is headquartered in Houston, Texas.",United States,13.982869,32749971456,116.553739,38.579235,32749971456.000000
Utilities,Entergy Corporation,ETR,ETR,"Entergy Corporation, together with its subsidiaries, engages in the production and distribution of electricity in the United States. The company generates electricity through gas/oil, nuclear, coal, hydro, and solar power sources. It operates in two segments, Utility and Entergy Wholesale Commodities. The company's Utility segment generates, transmits, distributes, and sells electric power in portions of Arkansas, Mississippi, Texas, and Louisiana, including the City of New Orleans; and distributes natural gas. Its Entergy Wholesale Commodities segment engages in the ownership, operation, and decommissioning of nuclear power plants located in the northern United States; sale of electric power to wholesale customers; provision of services to other nuclear power plant owners; and owning interests in non-nuclear power plants that sell electric power to wholesale customers. It sells energy to retail power providers, utilities, electric power co-operatives, power trading organizations, and other power generation companies. The company's power plants have approximately 30,000 megawatts (MW) of electric generating capacity, which include 8,000 MW of nuclear power. The company delivers electricity to 3.0 million utility customers in Arkansas, Louisiana, Mississippi, and Texas. Entergy Corporation was incorporated in 1949 and is based in New Orleans, Louisiana.",United States,12.948928,20703318016,115.019997,58.688525,20703318016.000000
Consumer Cyclicals,Fortune Brands Home & Security Inc.,FBHS,FBHS,"Fortune Brands Home & Security, Inc. provides home and security products for residential home repair, remodeling, new construction, and security applications. It operates in three segments: Plumbing, Outdoors & Security, and Cabinets. The Plumbing segment manufactures, assembles, and sells faucets, accessories, kitchen sinks, and waste disposals in the United States, China, Canada, Mexico, Southeast Asia, Europe, and South America directly through its own sales force, as well as through independent manufacturers' representatives to wholesalers, home centers, mass merchandisers, and industrial distributors. The Outdoors & Security segment offers fiberglass and steel entry door systems under the Therma-Tru brand; storm, screen, and security doors under the Larson brand; composite decking and railing under the Fiberon brand; and urethane millwork under the Fypon brand. This segment also manufactures, sources, and distributes locks, safety and security devices, and electronic security products under the Master Lock and American Lock brands; and fire resistant safes, security containers, and commercial cabinets under the SentrySafe brand. It serves home centers, hardware and other retailers, millwork building products and wholesale distributors, specialty dealers, and remodeling and renovation markets, as well as locksmiths, industrial and institutional users, and original equipment manufacturers in the United States, Canada, Europe, Central America, Japan, and Australia. The Cabinets segment manufactures custom, semi-custom, and stock cabinetry, as well as vanities for the kitchen, bath, and other parts of the home directly to kitchen and bath dealers, home centers, wholesalers, and builders in North America under the Aristokraft, Diamond Now, Mid-Continent, Homecrest, Kitchen Craft, Omega, EVE, Diamond Reflections, Diamond, Kemper, Schrock, Starmark, Ultracraft, and Mantra brands. The company was incorporated in 1988 and is headquartered in Deerfield, Illinois.",United States,21.362816,13106363392,113.439751,44.153005,13106363392.000000
Consumer Cyclicals,Lennar Corporation,LEN,LEN,"Lennar Corporation, together with its subsidiaries, operates as a homebuilder primarily under the Lennar brand in the United States. It operates through Homebuilding East, Homebuilding Central, Homebuilding Texas, Homebuilding West, Financial Services, Multifamily, and Lennar Other segments. The company's homebuilding operations include the construction and sale of single-family attached and detached homes, as well as the purchase, development, and sale of residential land. It primarily sells single-family attached and detached homes in communities targeted to first-time, move-up, active adult, and luxury homebuyers. The company also offers residential mortgage financing, title insurance, and closing services for home buyers and others. In addition, it involves in the fund investment activity; and originates and sells into securitizations commercial mortgage loans. Further, the company develops, constructs, and manages multifamily rental properties. Lennar Corporation was founded in 1954 and is based in Miami, Florida.",United States,8.698675,28756672512,110.331673,44.043716,28756672512.000000
Industrials,Robert Half International Inc.,RHI,RHI,"Robert Half International Inc. provides staffing and risk consulting services in North America, South America, Europe, Asia, and Australia. The company operates through three segments: Temporary and Consultant Staffing, Permanent Placement Staffing, and Risk Consulting and Internal Audit Services. It places temporary services for accounting, finance, and bookkeeping; temporary and full-time office and administrative personnel consisting of executive and administrative assistants, receptionists, and customer service representatives; full-time accounting, financial, tax, and accounting operations personnel; and information technology contract consultants and full-time employees in the areas of platform systems integration to end-user technical and desktop support, including specialists in application development, networking, systems integration and deployment, database design and administration, and security and business continuity. The company also offers temporary and full-time employees in attorney, paralegal, legal administrative, and legal secretarial positions; and senior level project professionals in the accounting and finance fields for financial systems conversions, expansion into new markets, business process reengineering, business systems performance improvement, and post-merger financial consolidation. In addition, it is involved in serving professionals in the areas of interactive media, design, marketing, advertising, and public relations; and placing freelance and project consultants in various positions, such as creative directors, graphics designers, Web content developers, Web designers, media buyers, brand managers, and public relations specialists. Further, the company provides business and technology risk consulting, and internal audit services. It serves clients and employment candidates. Robert Half International Inc. was founded in 1948 and is headquartered in Menlo Park, California.",United States,37.777008,12304406528,109.540001,33.224044,12304406528.000000
Utilities,Duke Energy Corporation,DUK,DUK,"Duke Energy Corporation, together with its subsidiaries, operates as an energy company in the United States. It operates through three segments: Electric Utilities and Infrastructure, Gas Utilities and Infrastructure, and Commercial Renewables. The Electric Utilities and Infrastructure segment generates, transmits, distributes, and sells electricity in the Carolinas, Florida, and the Midwest; and uses coal, hydroelectric, natural gas, oil, renewable sources, and nuclear fuel to generate electricity. It also engages in the wholesale of electricity to municipalities, electric cooperative utilities, and load-serving entities. This segment serves approximately 7.9 million retail electric customers in 6 states in the Southeast and Midwest regions of the United States covering a service territory of approximately 91,000 square miles; and owns approximately 50,807 megawatts (MW) of generation capacity. The Gas Utilities and Infrastructure segment distributes natural gas to residential, commercial, industrial, and power generation natural gas customers; and owns, operates, and invests in pipeline transmission and natural gas storage facilities. It has approximately 1.6 million customers, including 1.1 million customers in North Carolina, South Carolina, and Tennessee, as well as 541,000 customers in southwestern Ohio and northern Kentucky. The Commercial Renewables segment acquires, owns, develops, builds, and operates wind and solar renewable generation projects, including nonregulated renewable energy and energy storage services to utilities, electric cooperatives, municipalities, and commercial and industrial customers. It has 21 wind, 150 solar, and 2 battery storage facilities, as well as 11 fuel cell locations with a capacity of 2,282 MW across 19 states. The company was formerly known as Duke Energy Holding Corp. and changed its name to Duke Energy Corporation in April 2005. The company was incorporated in 2005 and is headquartered in Charlotte, North Carolina.",United States,58.481674,77329383424,108.379997,46.885246,77329383424.000000
Consumer Cyclicals,D.R. Horton Inc.,DHI,DHI,"D.R. Horton, Inc. operates as a homebuilding company in East, Midwest, Southeast, South Central, Southwest, and West regions in the United States. It engages in the acquisition and development of land; and construction and sale of homes in 29 states and 88 markets under the names of D.R. Horton, America's Builder, Express Homes, Emerald Homes, and Freedom Homes. The company constructs and sells single-family detached homes; and attached homes, such as town homes, duplexes, and triplexes. It also provides mortgage financing services; and title insurance policies, and examination and closing services, as well as engages in the residential lot development business. In addition, the company constructs and owns multi-family rental properties; owns residential real estate, including ranch land and improvements; and owns and operates oil and gas assets. The company primarily serves homebuyers. D.R. Horton, Inc. was founded in 1978 and is based in Arlington, Texas.",United States,9.669603,30067972096,106.664258,44.808743,30067972096.000000
Industrials,C.H. Robinson Worldwide Inc.,CHRW,CHRW,"C.H. Robinson Worldwide, Inc., together with its subsidiaries, provides freight transportation services and logistics solutions to companies in various industries worldwide. The company operates through two segments, North American Surface Transportation and Global Forwarding. It offers transportation and logistics services, such as truckload; less than truckload transportation, which include the shipment of single or multiple pallets of freight; intermodal transportation that include the shipment service of freight in trailers or containers by a combination of truck and rail; and non-vessel ocean common carrier and freight forwarding services, as well as organizes air shipments and offers door-to-door services. The company also provides customs broker services; and other logistics services, including fee-based managed, warehousing, small parcel, and other services. It has contractual relationships with approximately 73,000 transportation companies, including motor carriers, railroads, and air and ocean carriers. In addition, the company is involved in buying, selling, and marketing of fresh produce, including fresh fruits, vegetables, and other perishable items under the Robinson Fresh name. Further, it provides transportation management services or managed TMS; and other surface transportation services. The company offers its fresh produce to grocery retailers, restaurants, produce wholesalers, and foodservice distributors through a network of independent produce growers and suppliers. C.H. Robinson Worldwide, Inc. was founded in 1905 and is headquartered in Eden Prairie, Minnesota.",United States,20.469633,12056782848,104.564504,28.743169,12056782848.000000
IT,Activision Blizzard Inc.,ATVI,ATVI,"Activision Blizzard, Inc., together with its subsidiaries, develops and publishes interactive entertainment content and services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company operates through three segments: Activision Publishing, Inc.; Blizzard Entertainment, Inc.; and King Digital Entertainment. It develops and distributes content and services on video game consoles, personal computers, and mobile devices, including subscription, full-game, and in-game sales, as well as by licensing software to third-party or related-party companies that distribute Activision and Blizzard products. The company also maintains a proprietary online gaming service, Battle.net that facilitates digital distribution of content, online social connectivity, and the creation of user-generated content. In addition, it operates esports leagues and offer digital advertising content; and provides warehousing, logistics, and sales distribution services to third-party publishers of interactive entertainment software, as well as manufacturers of interactive entertainment hardware products. The company's key product franchises include Call of Duty, World of Warcraft, Diablo, Hearthstone, Overwatch, and Candy Crush. It serves retailers and distributors, including mass-market retailers, consumer electronics stores, discount warehouses, and game specialty stores through third-party distribution and licensing arrangements. Activision Blizzard, Inc. is headquartered in Santa Monica, California.",United States,23.299309,60357922816,104.026317,71.366120,60357922816.000000
